1,فاتورة بضاعة أول المدة,2026-01-01,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,3,0,3,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,37
202600170,فاتورة الإخراج,2026-04-11,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,0,3,0,0,39.07,39.07,to. DALMA MALL ( 1 TAPE ),Gold,37
1,فاتورة بضاعة أول المدة,2026-01-01,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,2,0,2,39.13,0,39.13,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,39
202600189,فاتورة مبيعات سعر التوزيع,2026-01-13,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,0,1,1,0,180,39.13,,Gold,39
202600170,فاتورة الإخراج,2026-04-11,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,0,1,0,0,39.13,39.13,to. DALMA MALL ( 1 TAPE ),Gold,39
1,فاتورة بضاعة أول المدة,2026-01-01,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,2,0,2,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
202600352,فاتورة مبيعات سعر التوزيع,2026-01-27,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,0,1,1,0,180,39.07,506006445,Gold,40
202600170,فاتورة الإخراج,2026-04-11,Aswaaq Al Mizhar,مستودع اسواق المزهر,HXQ350,0,1,0,0,39.07,39.07,to. DALMA MALL ( 1 TAPE ),Gold,40
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,3,0,3,40.33,0,40.33,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,36
202605526,فاتورة مبيعات سعر المبيع,2026-03-19,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,2,0,180,40.33,,Black,36
202600010,فاتورة تسوية موجبة,2026-04-13,KHOREFKAN BR,مستودع خورفكان,HXQ350,1,0,3,39.07,0,39.91,تبديل قيمة الجرد 190 درهم,Black,36
202606588,فاتورة مبيعات سعر المبيع,2026-05-13,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,2,0,180.95,39.91,505231230,Black,36
202609718,فاتورة مبيعات سعر المبيع,2026-08-13,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,1,0,94.29,39.91,,Black,36
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,1,0,1,39.98,0,39.98,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202601455,فاتورة مبيعات سعر المبيع,2026-02-13,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,0,0,180,39.98,,Black,37
202600727,فاتورة الإدخال,2026-09-03,KHOREFKAN BR,مستودع خورفكان,HXQ350,3,0,3,39.53,0,39.53,KHOREFKAN / 2 TAPE,Black,37
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,2,0,2,39.98,0,39.98,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,39
202602591,فاتورة مبيعات سعر المبيع,2026-03-06,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,1,0,180,39.98,,Black,39
202604813,فاتورة مبيعات سعر المبيع,2026-03-17,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,0,0,180,39.98,,Black,39
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,1,0,1,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,36
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,4,0,4,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,37
202603750,فاتورة مبيعات سعر المبيع,2026-03-13,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,3,0,180,39.07,,Gold,37
202604089,فاتورة مبيعات سعر المبيع,2026-03-14,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,2,0,180,39.07,,Gold,37
202608968,فاتورة مبيعات سعر المبيع,2026-07-06,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,1,0,94.29,39.07,,Gold,37
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,3,0,3,39.11,0,39.11,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,38
202601223,فاتورة مبيعات سعر المبيع,2026-02-06,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,2,0,180,39.11,,Gold,38
202604827,فاتورة مبيعات سعر المبيع,2026-03-17,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,1,0,180,39.11,,Gold,38
202605652,فاتورة مبيعات سعر المبيع,2026-03-24,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,0,0,180,39.11,,Gold,38
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,6,0,6,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,39
202601062,فاتورة مبيعات سعر المبيع,2026-02-02,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,5,0,180,39.07,,Gold,39
202603665,فاتورة مبيعات سعر المبيع,2026-03-12,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,4,0,180,39.07,,Gold,39
202605129,فاتورة مبيعات سعر المبيع,2026-03-18,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,3,0,180,39.07,,Gold,39
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,8,0,8,39.23,0,39.23,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
202610052,فاتورة مبيعات سعر المبيع,2026-08-29,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,7,0,94.29,39.23,563313121,Gold,40
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,2,0,2,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,41
202604311,فاتورة مبيعات سعر المبيع,2026-03-15,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,1,0,180,39.07,,Gold,41
1,فاتورة بضاعة أول المدة,2026-01-01,KHOREFKAN BR,مستودع خورفكان,HXQ350,3,0,3,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,42
202607405,فاتورة مبيعات سعر المبيع,2026-05-24,KHOREFKAN BR,مستودع خورفكان,HXQ350,0,1,2,0,180.95,39.07,,Gold,42
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,1,0,1,40.63,0,40.63,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,36
202603811,فاتورة مبيعات سعر المبيع,2026-03-18,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,0,0,180,40.63,,Black,36
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,2,0,2,39.3,0,39.3,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,39
202605240,فاتورة مبيعات سعر المبيع,2026-05-14,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,1,0,180.95,39.3,,Black,39
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,1,0,1,40.57,0,40.57,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,41
202600380,فاتورة مبيعات سعر المبيع,2026-01-15,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,0,0,180,40.57,,Black,41
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,1,0,1,30.14,0,30.14,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,36
202600511,فاتورة الإدخال,2026-09-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,1,0,2,39.3,0,34.72,AJMAN INDUSTRIA / 1 tape,Gold,36
202600511,فاتورة الإدخال,2026-09-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,3,0,3,39.13,0,39.13,AJMAN INDUSTRIA / 1 tape,Gold,37
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,1,0,1,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,38
202600273,فاتورة مبيعات سعر المبيع,2026-01-10,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,0,0,180,39.07,,Gold,38
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,2,0,2,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
202602853,فاتورة مبيعات سعر المبيع,2026-03-10,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,1,0,180,39.07,,Gold,40
202602967,فاتورة مبيعات سعر المبيع,2026-03-12,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,0,0,180,39.07,,Gold,40
2,فاتورة بضاعة أول المدة,2026-01-01,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,2,0,2,37.01,0,37.01,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,41
202604240,فاتورة مبيعات سعر المبيع,2026-03-29,AJMAN INDUSTRIAL AREA BR,مستودع عجمان الصناعية,HXQ350,0,1,1,0,180,37.01,,Gold,41
202600685,فاتورة الإدخال,2026-09-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,2,0,2,39.81,0,39.81,Dalma Mal / 1 TAPE,Black,36
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202603183,فاتورة مبيعات سعر المبيع,2026-03-18,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,0,0,180,10,,Black,37
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,2,0,2,39.3,0,39.3,to. DALMA MALL ( 1 TAPE ),Black,37
202608997,فاتورة مبيعات سعر المبيع,2026-08-22,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,1,0,94.29,39.3,,Black,37
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,39.3,0,39.3,to. DALMA MALL ( 1 TAPE ),Black,38
202607033,فاتورة مبيعات سعر المبيع,2026-07-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,0,0,94.29,39.3,,Black,38
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,39.3,0,39.3,to. DALMA MALL ( 1 TAPE ),Black,39
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,39.3,0,39.3,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,40
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,2,0,3,39.3,0,39.3,to. DALMA MALL ( 1 TAPE ),Black,40
202604967,فاتورة مبيعات سعر المبيع,2026-05-19,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,2,0,180.95,39.3,,Black,40
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,21.67,0,21.67,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,36
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,2,39.19,0,30.43,to. DALMA MALL ( 1 TAPE ),Gold,36
202608572,فاتورة مبيعات سعر المبيع,2026-08-09,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,1,0,94.29,30.43,,Gold,36
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,3,0,3,39.07,0,39.07,to. DALMA MALL ( 1 TAPE ),Gold,37
202605650,فاتورة مبيعات سعر المبيع,2026-05-25,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,2,0,180.95,39.07,,Gold,37
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,4,0,4,19.69,0,19.69,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,38
202600819,فاتورة مبيعات سعر المبيع,2026-01-28,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,3,0,180,19.69,509868651,Gold,38
202603999,فاتورة مبيعات سعر المبيع,2026-04-21,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,2,0,180.95,19.69,,Gold,38
202607149,فاتورة مبيعات سعر المبيع,2026-07-03,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,1,0,94.29,19.69,,Gold,38
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,5,0,5,24.58,0,24.58,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,39
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,6,39.13,0,27.01,to. DALMA MALL ( 1 TAPE ),Gold,39
202607263,فاتورة مبيعات سعر المبيع,2026-07-05,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,5,0,94.29,27.01,,Gold,39
202608822,فاتورة مبيعات سعر المبيع,2026-08-16,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,4,0,94.29,27.01,,Gold,39
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,24.56,0,24.56,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
202600664,فاتورة مبيعات سعر المبيع,2026-01-23,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,0,0,180,24.56,501955259,Gold,40
202600247,فاتورة الإدخال,2026-04-11,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,39.07,0,39.07,to. DALMA MALL ( 1 TAPE ),Gold,40
202604798,فاتورة مبيعات سعر المبيع,2026-05-16,Dalma Mall Br,مستودع الدلما مول,HXQ350,0,1,0,0,180.95,39.07,,Gold,40
202600685,فاتورة الإدخال,2026-09-01,Dalma Mall Br,مستودع الدلما مول,HXQ350,1,0,1,39.07,0,39.07,Dalma Mal / 1 TAPE,Gold,41
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,7,0,7,40.63,0,40.63,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,36
202610721,فاتورة مبيعات سعر المبيع,2026-08-18,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,6,0,94.29,40.63,,Black,36
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,1,0,1,40.67,0,40.67,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202601924,فاتورة مبيعات سعر المبيع,2026-02-21,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,0,0,180,40.67,,Black,37
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,8,0,8,30.14,0,30.14,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,36
202602267,فاتورة مبيعات سعر المبيع,2026-02-28,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,7,0,180,30.14,505907855,Gold,36
202602553,فاتورة مبيعات سعر المبيع,2026-03-03,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,6,0,180,30.14,,Gold,36
202609567,فاتورة مبيعات سعر المبيع,2026-06-25,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,5,0,94.29,30.14,,Gold,36
202610736,فاتورة مبيعات سعر المبيع,2026-08-19,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,4,0,94.29,30.14,,Gold,36
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,17,0,17,34.52,0,34.52,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,37
202609532,فاتورة مبيعات سعر المبيع,2026-06-23,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,16,0,94.29,34.52,,Gold,37
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,4,0,4,29.43,0,29.43,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,38
202604074,فاتورة مبيعات سعر المبيع,2026-03-13,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,3,0,180,29.43,,Gold,38
202604815,فاتورة مبيعات سعر المبيع,2026-03-16,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,2,0,180,29.43,,Gold,38
202606560,فاتورة مبيعات سعر المبيع,2026-04-16,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,1,0,180.95,29.43,,Gold,38
202606669,فاتورة مبيعات سعر المبيع,2026-04-22,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,0,0,180.95,29.43,,Gold,38
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,5,0,5,30.77,0,30.77,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,39
202603790,فاتورة مبيعات سعر المبيع,2026-03-11,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,4,0,180,30.77,,Gold,39
202609538,فاتورة مبيعات سعر المبيع,2026-06-24,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,3,0,94.29,30.77,,Gold,39
202609972,فاتورة مبيعات سعر المبيع,2026-07-12,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,2,0,94.29,30.77,,Gold,39
202611058,فاتورة مبيعات سعر المبيع,2026-09-03,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,1,0,94.29,30.77,,Gold,39
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,10,0,10,33.85,0,33.85,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,4,0,4,34.95,0,34.95,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,41
202610755,فاتورة مبيعات سعر المبيع,2026-08-20,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,3,0,94.29,34.95,,Gold,41
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,2,0,2,39.07,0,39.07,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,42
202606433,فاتورة مبيعات سعر المبيع,2026-04-09,Dibba Al fujairah,مستودع دبا الفجيره,HXQ350,0,1,1,0,180,39.07,,Gold,42
202600834,ادخال مواد متجر الكتروني,2026-03-12,Website Br,مستودع الموقع الالكتروني,HXQ350,1,0,1,10,0,10,,Silver,36
202600584,فاتورة مبيعات انستغرام,2026-03-12,Website Br,مستودع الموقع الالكتروني,HXQ350,0,1,0,0,180,10,202600584,Silver,36
202602035,ادخال مواد متجر الكتروني,2026-07-11,Website Br,مستودع الموقع الالكتروني,HXQ350,1,0,1,10,0,10,website br (3 kees),Gold,39
202601442,فاتورة مبيعات انستغرام,2026-07-11,Website Br,مستودع الموقع الالكتروني,HXQ350,0,1,0,0,94.29,10,202601442,Gold,39
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,36
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,3,0,3,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Silver,36
202600169,فاتورة الإخراج,2026-03-12,Om Alqeween BR,مستودع ام القيوين,HXQ350,0,1,0,0,10,10,,Silver,36
202600709,فاتورة الإدخال,2026-09-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,39.19,0,39.19,Om Alqeween / 2 TAPE,Silver,36
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Silver,39
202606059,فاتورة مبيعات سعر المبيع,2026-07-18,Om Alqeween BR,مستودع ام القيوين,HXQ350,0,1,0,0,94.29,10,,Silver,39
202600470,فاتورة مرتجع مبيعات سعر المبيع,2026-07-19,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,94.29,0,10,,Silver,39
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Silver,40
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Silver,41
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,36
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,5,0,5,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,37
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,5,0,5,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,38
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,6,0,6,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,39
202600458,فاتورة الإخراج,2026-07-09,Om Alqeween BR,مستودع ام القيوين,HXQ350,0,1,5,0,10,10,website br (3 kees),Gold,39
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,5,0,5,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,40
1,فاتورة بضاعة أول المدة,2026-01-01,Om Alqeween BR,مستودع ام القيوين,HXQ350,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Gold,42
202600050,فاتورة مرتجع مبيعات سعر التوزيع,2026-02-27,Bawadi Mall,مستودع بوادي مول,HXQ350,1,0,1,180,0,0,,Gold,36
202600046,فاتورة الإخراج,2026-03-03,Bawadi Mall,مستودع بوادي مول,HXQ350,0,1,0,0,39.3,0,,Gold,36
1,فاتورة بضاعة أول المدة,2026-01-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,2,0,2,39.81,0,39.81,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,36
202600353,فاتورة الإخراج,2026-08-24,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,0,2,0,0,39.81,39.81,Dalma Mal / 1 TAPE,Black,36
1,فاتورة بضاعة أول المدة,2026-01-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,3,0,3,39.53,0,39.53,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,37
202600351,فاتورة الإخراج,2026-08-24,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,0,3,0,0,39.53,39.53,KHOREFKAN / 2 TAPE,Black,37
1,فاتورة بضاعة أول المدة,2026-01-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,1,0,1,39.3,0,39.3,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,38
202606354,فاتورة مبيعات سعر التوزيع,2026-07-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,0,1,0,0,94.29,39.3,,Black,38
1,فاتورة بضاعة أول المدة,2026-01-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,1,0,1,39.3,0,39.3,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black,41
202600723,فاتورة مبيعات سعر التوزيع,2026-02-01,Central market Al Ain,مستودع سوق العين المركزي,HXQ350,0,1,0,0,180,39.3,,Black,41
