2,فاتورة بضاعة أول المدة,2026-01-01,RAS ALKHIMA BR,مستودع تورينو راس الخيمة,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Pink
202601671,فاتورة مبيعات سعر المبيع,2026-03-01,RAS ALKHIMA BR,مستودع تورينو راس الخيمة,AA012503228,0,1,0,0,94.29,50.39,,Pink
2,فاتورة بضاعة أول المدة,2026-01-01,RAS ALKHIMA BR,مستودع تورينو راس الخيمة,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Off White
202602709,فاتورة مبيعات سعر المبيع,2026-03-11,RAS ALKHIMA BR,مستودع تورينو راس الخيمة,AA012503228,0,1,0,0,94.29,50.39,,Off White
202600350,فاتورة الإدخال,2026-05-12,Kalba BR,مستودع كلباء (فرع 2),AA012503228,1,0,1,50.39,0,50.39,Kalba Br (2 kees),Black
202600339,فاتورة الإخراج,2026-07-20,Kalba BR,مستودع كلباء (فرع 2),AA012503228,0,1,0,0,50.39,50.39,al zahia 2 carton,Black
1,فاتورة بضاعة أول المدة,2026-01-01,Kalba BR,مستودع كلباء (فرع 2),AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Green
202605399,فاتورة مبيعات سعر المبيع,2026-03-25,Kalba BR,مستودع كلباء (فرع 2),AA012503228,0,1,0,0,94.29,50.39,,Green
202600350,فاتورة الإدخال,2026-05-12,Kalba BR,مستودع كلباء (فرع 2),AA012503228,1,0,1,50.39,0,50.39,Kalba Br (2 kees),Green
202600339,فاتورة الإخراج,2026-07-20,Kalba BR,مستودع كلباء (فرع 2),AA012503228,0,1,0,0,50.39,50.39,al zahia 2 carton,Green
1,فاتورة بضاعة أول المدة,2026-01-01,Kalba BR,مستودع كلباء (فرع 2),AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Pink
202600239,فاتورة الإخراج,2026-06-07,Kalba BR,مستودع كلباء (فرع 2),AA012503228,0,1,0,0,50.39,50.39,website 1 plastic,Pink
202600454,فاتورة الإدخال,2026-06-19,Kalba BR,مستودع كلباء (فرع 2),AA012503228,1,0,1,50.39,0,50.39,,Pink
202608860,فاتورة مبيعات سعر المبيع,2026-07-09,Kalba BR,مستودع كلباء (فرع 2),AA012503228,0,1,0,0,94.29,50.39,,Pink
1,فاتورة بضاعة أول المدة,2026-01-01,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600117,فاتورة الإخراج,2026-03-04,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,50.39,50.39,2 box ( 71 pcs bags ) return after ramadan,Black
202600170,فاتورة الإدخال,2026-04-08,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,,Black
202603371,فاتورة مبيعات سعر التوزيع,2026-04-20,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,94.29,50.39,,Black
202600082,فاتورة الإدخال,2026-02-20,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,AL BARSHA {2 PLASTICS},Beige
202600117,فاتورة الإخراج,2026-03-04,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,50.39,50.39,2 box ( 71 pcs bags ) return after ramadan,Beige
202600170,فاتورة الإدخال,2026-04-08,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,,Beige
202600244,فاتورة الإخراج,2026-05-30,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,50.39,50.39,DALMA MALL ( 1 BOX ),Beige
1,فاتورة بضاعة أول المدة,2026-01-01,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Brown
202600117,فاتورة الإخراج,2026-03-04,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,50.39,50.39,2 box ( 71 pcs bags ) return after ramadan,Brown
202600170,فاتورة الإدخال,2026-04-08,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,1,0,1,50.39,0,50.39,,Brown
202603347,فاتورة مبيعات سعر التوزيع,2026-04-19,Al Barsha Mall BR,مستودع البرشاء مول,AA012503228,0,1,0,0,94.29,50.39,,Brown
1,فاتورة بضاعة أول المدة,2026-01-01,Deerfields Mall Br,مستودع دير فيلدز مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600088,فاتورة مبيعات سعر التوزيع,2026-01-03,Deerfields Mall Br,مستودع دير فيلدز مول,AA012503228,0,1,0,0,94.29,50.39,,Black
2,فاتورة بضاعة أول المدة,2026-01-01,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600915,فاتورة مبيعات سعر المبيع,2026-01-31,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,50.39,,Black
202600062,فاتورة الإدخال,2026-01-12,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,10,0,10,1CARTON,Beige
202600831,فاتورة مبيعات سعر المبيع,2026-01-29,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,10,581951025,Beige
202600046,فاتورة مرتجع مبيعات سعر المبيع,2026-02-04,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,94.29,0,10,,Beige
202603691,فاتورة مبيعات سعر المبيع,2026-04-05,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,10,,Beige
202600426,فاتورة الإدخال,2026-06-09,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,50.39,0,50.39,DALMA MALL ( 1 BOX ),Beige
202606384,فاتورة مبيعات سعر المبيع,2026-06-12,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,50.39,,Beige
202600343,فاتورة الإدخال,2026-05-08,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,50.39,0,50.39,dalma mall / 1 carton,Green
202606011,فاتورة مبيعات سعر المبيع,2026-05-30,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,50.39,,Green
202600343,فاتورة الإدخال,2026-05-08,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,50.39,0,50.39,dalma mall / 1 carton,Pink
202605872,فاتورة مبيعات سعر المبيع,2026-05-26,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,50.39,,Pink
202600062,فاتورة الإدخال,2026-01-12,Dalma Mall Br,مستودع الدلما مول,AA012503228,1,0,1,10,0,10,1CARTON,Off White
202600901,فاتورة مبيعات سعر المبيع,2026-01-31,Dalma Mall Br,مستودع الدلما مول,AA012503228,0,1,0,0,94.29,10,565064843,Off White
1,فاتورة بضاعة أول المدة,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600221,فاتورة مبيعات سعر المبيع,2026-01-05,Dibba Al fujairah,مستودع دبا الفجيره,AA012503228,0,1,0,0,94.29,50.39,,Black
202600019,فاتورة الإدخال,2026-01-01,Dibba Al fujairah,مستودع دبا الفجيره,AA012503228,1,0,1,50.39,0,50.39,2  kees 1 tap,Off White
202600197,فاتورة مبيعات سعر المبيع,2026-01-05,Dibba Al fujairah,مستودع دبا الفجيره,AA012503228,0,1,0,0,94.29,50.39,,Off White
202601732,ادخال مواد متجر الكتروني,2026-06-08,Website Br,مستودع الموقع الالكتروني,AA012503228,1,0,1,50.39,0,50.39,website 1 plastic,Pink
202600937,مبيعات متجر الكتروني,2026-06-08,Website Br,مستودع الموقع الالكتروني,AA012503228,0,1,0,0,94.29,50.39,202600937,Pink
202600090,مرتجع مبيعات متجر الكتروني,2026-06-13,Website Br,مستودع الموقع الالكتروني,AA012503228,1,0,1,94.29,0,50.39,202600937,Pink
202600116,اخراج مواد من متجر الكتروني,2026-06-17,Website Br,مستودع الموقع الالكتروني,AA012503228,0,1,0,0,50.39,50.39,,Pink
2,فاتورة بضاعة أول المدة,2026-01-01,Dubai Mall BR,مستودع دبي مول,AA012503228,2,0,2,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600682,فاتورة مبيعات سعر الجمله,2026-01-14,Dubai Mall BR,مستودع دبي مول,AA012503228,0,1,1,0,209.52,50.39,,Black
202600760,فاتورة مبيعات سعر الجمله,2026-01-16,Dubai Mall BR,مستودع دبي مول,AA012503228,0,1,0,0,209.52,50.39,,Black
2,فاتورة بضاعة أول المدة,2026-01-01,Dubai Mall BR,مستودع دبي مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Beige
202600098,فاتورة الإخراج,2026-02-20,Dubai Mall BR,مستودع دبي مول,AA012503228,0,1,0,0,50.39,50.39,AL BARSHA {2 PLASTICS},Beige
1,فاتورة بضاعة أول المدة,2026-01-01,Al Mairid BR,مستودع معيريض,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Beige
202600208,فاتورة مبيعات سعر المبيع,2026-01-08,Al Mairid BR,مستودع معيريض,AA012503228,0,1,0,0,94.29,50.39,,Beige
1,فاتورة بضاعة أول المدة,2026-01-01,Al Mairid BR,مستودع معيريض,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Off White
202600292,فاتورة مبيعات سعر المبيع,2026-01-12,Al Mairid BR,مستودع معيريض,AA012503228,0,1,0,0,94.29,50.39,,Off White
202600068,فاتورة الإدخال,2026-01-19,Al Dhaid BR,مستودع الذيد,AA012503228,1,0,1,10,0,10,Al Dhaid Br. (1))Cartoon,Beige
202601419,فاتورة مبيعات سعر نصف الجمله,2026-02-28,Al Dhaid BR,مستودع الذيد,AA012503228,0,1,0,0,94.29,10,,Beige
1,فاتورة بضاعة أول المدة,2026-01-01,Al Dhaid BR,مستودع الذيد,AA012503228,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Brown
202600455,فاتورة مبيعات سعر نصف الجمله,2026-01-16,Al Dhaid BR,مستودع الذيد,AA012503228,0,1,0,0,94.29,10,,Brown
1,فاتورة بضاعة أول المدة,2026-01-01,Al Dhaid BR,مستودع الذيد,AA012503228,1,0,1,10,0,10,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Pink
202600388,فاتورة مبيعات سعر نصف الجمله,2026-01-14,Al Dhaid BR,مستودع الذيد,AA012503228,0,1,0,0,94.29,10,,Pink
202600657,فاتورة الإدخال,2026-08-04,City Center Al Zahia BR,مستودع سيتي سنتر الزاهية,AA012503228,1,0,1,50.39,0,50.39,al zahia 2 carton,Black
202613196,فاتورة مبيعات سعر التوزيع,2026-08-04,City Center Al Zahia BR,مستودع سيتي سنتر الزاهية,AA012503228,0,1,0,0,94.29,50.39,,Black
202600657,فاتورة الإدخال,2026-08-04,City Center Al Zahia BR,مستودع سيتي سنتر الزاهية,AA012503228,1,0,1,50.39,0,50.39,al zahia 2 carton,Green
202614546,فاتورة مبيعات سعر التوزيع,2026-08-25,City Center Al Zahia BR,مستودع سيتي سنتر الزاهية,AA012503228,0,1,0,0,94.29,50.39,,Green
1,فاتورة بضاعة أول المدة,2026-01-01,Al Foah Mall,مستودع الفوعة,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202600137,فاتورة الإخراج,2026-05-12,Al Foah Mall,مستودع الفوعة,AA012503228,0,1,0,0,50.39,50.39,Kalba Br (2 kees),Black
1,فاتورة بضاعة أول المدة,2026-01-01,Al Foah Mall,مستودع الفوعة,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Green
202600137,فاتورة الإخراج,2026-05-12,Al Foah Mall,مستودع الفوعة,AA012503228,0,1,0,0,50.39,50.39,Kalba Br (2 kees),Green
1,فاتورة بضاعة أول المدة,2026-01-01,Bawadi Mall,مستودع بوادي مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Black
202604026,فاتورة مبيعات سعر التوزيع,2026-03-22,Bawadi Mall,مستودع بوادي مول,AA012503228,0,1,0,0,94.29,50.39,,Black
1,فاتورة بضاعة أول المدة,2026-01-01,Bawadi Mall,مستودع بوادي مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Brown
202604019,فاتورة مبيعات سعر التوزيع,2026-03-21,Bawadi Mall,مستودع بوادي مول,AA012503228,0,1,0,0,94.29,50.39,,Brown
1,فاتورة بضاعة أول المدة,2026-01-01,Central market Al Ain,مستودع سوق العين المركزي,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Brown
202600214,فاتورة مبيعات سعر التوزيع,2026-01-10,Central market Al Ain,مستودع سوق العين المركزي,AA012503228,0,1,0,0,94.29,50.39,,Brown
1,فاتورة بضاعة أول المدة,2026-01-01,My City Centre Masdar,مستودع سيتي سنتر مصدر,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Beige
202600023,فاتورة الإخراج,2026-01-12,My City Centre Masdar,مستودع سيتي سنتر مصدر,AA012503228,0,1,0,0,10,50.39,1CARTON,Beige
1,فاتورة بضاعة أول المدة,2026-01-01,My City Centre Masdar,مستودع سيتي سنتر مصدر,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Off White
202600023,فاتورة الإخراج,2026-01-12,My City Centre Masdar,مستودع سيتي سنتر مصدر,AA012503228,0,1,0,0,10,50.39,1CARTON,Off White
1,فاتورة بضاعة أول المدة,2026-01-01,Al Dhafra Mall,مستودع الظفرة مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Green
202600080,فاتورة الإخراج,2026-05-08,Al Dhafra Mall,مستودع الظفرة مول,AA012503228,0,1,0,0,50.39,50.39,dalma mall / 1 carton,Green
1,فاتورة بضاعة أول المدة,2026-01-01,Al Dhafra Mall,مستودع الظفرة مول,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Pink
202600080,فاتورة الإخراج,2026-05-08,Al Dhafra Mall,مستودع الظفرة مول,AA012503228,0,1,0,0,50.39,50.39,dalma mall / 1 carton,Pink
1,فاتورة بضاعة أول المدة,2026-01-01,Bawabat Al Sharq Mall,مستودع بوابة الشرق,AA012503228,1,0,1,50.39,0,50.39,بضاعة أول المدة مولدة من عملية التدوير 01/01/2026,Brown
202600068,فاتورة الإخراج,2026-02-09,Bawabat Al Sharq Mall,مستودع بوابة الشرق,AA012503228,0,1,0,0,10,50.39,MADINAT ZAYED 1 CARTOON,Brown
